"Tabla 18. Estructura empresarial Medellín, según comunas y actividad económica (Total empresas)",,,,,,Volver al índice,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
CIIU,Descripción,ALTAVISTA,ARANJUEZ,BELEN,BUENOS AIRES,CASTILLA,DOCE DE OCTUBRE,EL POBLADO,GUAYABAL,LA AMERICA,LA CANDELARIA,LAURELES,MANRIQUE,PALMITAS,POPULAR,ROBLEDO,SAN ANTONIO DE PRADO,SAN CRISTOBAL,SAN JAVIER,SANTA CRUZ,SANTA ELENA,VILLA HERMOSA,Sin Georreferenciar,Total
3900,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,,1,1,1,2,1,3,2,3,2,5,1,,,,,1,,1,,1,1,26
4111,Construcción de edificios residenciales,29,53,160,70,59,38,428,53,67,182,174,54,1,33,77,34,50,58,35,27,71,10,1763
4112,Construcción de edificios no residenciales,3,5,16,7,6,10,84,10,8,33,24,4,,3,8,1,5,5,4,1,10,1,248
4210,Construcción de carreteras y vías de ferrocarril,1,,13,,3,2,37,3,6,22,5,1,,5,2,2,1,1,,2,3,1,110
4220,Construcción de proyectos de servicio público,2,2,8,4,4,2,17,3,10,6,13,2,,,6,1,,4,,,2,,86
4290,Construcción de otras obras de ingeniería civil,14,24,131,58,46,44,293,70,78,151,170,19,,18,63,31,26,49,27,10,44,5,1371
4311,Demolición,2,1,2,2,1,,3,,1,2,1,,,,2,,,1,,2,1,,21
4312,Preparación del terreno,2,2,14,2,8,2,27,3,4,12,13,1,,5,3,1,1,3,4,,2,1,110
4321,Instalaciones eléctricas,7,28,58,40,37,36,59,33,35,53,63,24,,17,40,10,17,28,25,5,29,1,645
4322,"Instalaciones de fontanería, calefacción y aire acondicionado",5,18,26,25,24,12,19,20,13,45,15,16,,9,17,7,15,11,11,4,10,6,328
4329,Otras instalaciones especializadas,2,5,15,7,7,10,16,8,6,14,13,7,,2,9,1,5,3,5,,9,,144
4330,Terminación y acabado de edificios y obras de ingeniería civil,28,58,109,75,46,61,83,55,56,98,100,62,1,38,88,29,36,55,35,5,63,11,1192
4390,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,11,18,71,23,10,22,95,27,32,60,51,14,,13,26,6,9,15,7,2,27,7,546
4511,Comercio de vehículos automotores nuevos,2,1,6,1,3,,40,7,3,19,4,,,3,1,3,,,,,2,2,97
4512,Comercio de vehículos automotores usados,4,7,34,13,5,7,165,21,17,57,81,6,,2,8,5,4,2,1,3,13,2,457
4520,Mantenimiento y reparación de vehículos automotores,9,107,106,62,90,24,122,103,61,410,146,24,1,13,60,12,10,23,18,3,20,2,1426
4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",5,62,93,33,66,25,90,65,39,649,118,14,,10,42,12,8,9,12,1,8,5,1366
4541,"Comercio de motocicletas y de sus partes, piezas y accesorios",1,27,41,19,19,22,34,13,15,200,58,12,,8,15,8,13,5,12,1,14,,537
4542,Mantenimiento y reparación de motocicletas y de sus partes y piezas,4,24,47,18,19,20,8,18,27,93,25,24,,5,31,5,8,11,10,1,10,,408
4610,Comercio al por mayor a cambio de una retribución o por contrata,5,3,25,7,2,2,91,14,8,45,27,3,,2,3,1,2,1,1,1,6,1,250
4620,Comercio al por mayor de materias primas agropecuarias; animales vivos,2,3,30,10,15,4,68,13,17,36,33,5,,5,10,3,6,2,2,5,2,1,272
4631,Comercio al por mayor de productos alimenticios,10,25,69,27,24,6,146,44,22,67,69,6,,7,19,9,8,21,12,6,11,1,609
4632,Comercio al por mayor de bebidas y tabaco,3,4,12,3,5,4,50,4,5,15,9,1,,2,4,5,1,5,2,4,3,,141
4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",1,2,23,7,5,4,47,19,11,122,19,,,1,6,5,3,5,3,1,6,2,292
4642,Comercio al por mayor de prendas de vestir,5,8,31,17,12,10,61,23,13,134,32,8,,5,11,7,2,4,10,1,10,5,409
4643,Comercio al por mayor de calzado,,1,4,2,1,,7,4,2,54,5,1,,1,1,2,1,,5,1,2,,94
4644,Comercio al por mayor de aparatos y equipo de uso doméstico,1,4,5,2,2,1,13,3,5,30,14,,,,2,,,,1,2,2,,87
4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",6,11,61,21,18,7,115,59,36,190,93,8,,2,14,12,5,11,3,4,11,5,692
4649,Comercio al por mayor de otros utensilios domésticos n.c.p.,,4,25,4,5,4,24,12,3,115,22,2,,2,1,2,,1,,,4,,230
4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática",,1,9,3,,,33,4,7,21,8,,,1,4,3,,,,,6,1,101
4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",2,8,17,9,4,8,44,13,7,65,31,4,,2,6,4,,3,1,,2,1,231
4653,Comercio al por mayor de maquinaria y equipo agropecuarios,,,11,,,1,15,7,6,13,3,,,,1,,,1,,,1,,59
4659,Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,5,9,55,13,9,4,92,60,27,89,69,3,,1,10,8,1,3,4,4,4,1,471
4661,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",,1,4,4,3,1,9,8,5,7,6,,,2,3,,2,4,1,,2,,62
4662,Comercio al por mayor de metales y productos metalíferos,1,4,21,3,1,2,89,30,6,34,19,,,,5,3,,,,1,1,1,221
4663,"Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",7,25,67,14,21,13,74,56,33,187,64,9,1,9,18,5,8,7,3,8,7,5,641
4664,"Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",1,7,18,2,3,1,37,18,7,32,15,2,,,4,2,2,2,1,,2,,156
4665,"Comercio al por mayor de desperdicios, desechos y chatarra",1,26,5,6,5,5,5,10,4,47,9,2,,,6,1,3,,12,,3,1,151
4669,Comercio al por mayor de otros productos n.c.p.,3,12,37,13,10,7,56,36,15,116,43,6,,2,11,5,3,7,,3,3,2,390
4690,Comercio al por mayor no especializado,8,11,76,20,21,15,145,70,30,309,68,7,,6,17,8,3,8,6,3,9,1,841
4711,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco",60,334,379,321,285,318,169,245,217,455,265,308,15,210,301,162,135,257,197,42,242,8,4925
4719,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas (alcohólicas y no alcohólicas) y tabaco",12,122,156,93,98,85,106,72,82,826,98,79,1,67,82,40,55,71,75,13,90,3,2326
4721,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,2,29,46,34,21,21,32,34,30,116,28,20,3,15,26,13,10,26,18,1,21,1,547
4722,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados",2,21,22,10,34,12,7,17,13,23,33,8,1,5,14,2,3,7,5,,6,5,250
4723,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados",3,59,56,34,42,52,27,38,30,100,28,48,1,42,48,26,23,40,36,7,38,2,780
4724,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",10,61,56,43,57,47,28,31,25,102,36,44,,34,35,32,16,52,35,6,39,2,791
4729,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",8,37,88,32,31,27,62,30,35,110,52,25,1,20,43,6,13,10,14,5,17,2,668
4731,Comercio al por menor de combustible para automotores,,5,11,7,10,2,35,8,4,22,17,,,,,1,2,1,,2,3,3,133
4732,"Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores",1,14,17,5,8,3,16,21,9,30,13,4,,1,10,2,6,3,6,,9,,178
4741,"Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",5,43,86,40,29,26,225,33,43,457,133,18,,20,40,7,20,22,22,3,25,4,1301
4742,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",2,4,2,1,1,1,12,,3,58,14,,,,6,,,1,1,,2,,108
4751,Comercio al por menor de productos textiles en establecimientos especializados,3,14,27,12,8,5,17,18,9,236,24,7,,8,6,2,1,9,6,1,9,1,423
4752,"Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",11,74,137,50,65,63,42,74,75,475,90,51,2,39,73,30,28,56,36,17,55,5,1548
4753,"Comercio al por menor de tapices, alfombras y recubrimientos para paredes y pisos en establecimientos especializados",,1,6,1,1,2,13,1,,4,8,1,,,,,1,1,,,,,40
4754,"Comercio al por menor de electrodomésticos y gasodomésticos, muebles y equipos de iluminación en establecimientos especializados",2,16,33,6,5,3,25,11,9,155,46,3,,1,4,4,4,3,,,4,,334
4755,Comercio al por menor de artículos y utensilios de uso doméstico en establecimientos especializados,4,15,28,12,11,6,42,25,25,111,71,15,,7,8,2,1,6,3,4,2,3,401
4759,Comercio al por menor de otros artículos domésticos en establecimientos especializados,10,50,111,50,49,40,71,51,57,267,108,25,1,13,42,25,17,45,19,,35,1,1087
4761,"Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados",5,45,78,43,44,44,43,36,49,228,85,31,,25,65,16,24,26,27,6,38,1,959
4762,"Comercio al por menor de artículos deportivos, en establecimientos especializados",,8,27,3,4,4,30,11,6,64,25,1,,,2,2,2,4,,,3,1,197
4769,Comercio al por menor de otros artículos culturales y de entretenimiento n.c.p. en establecimientos especializados,2,6,13,8,2,2,10,4,2,45,12,3,,1,1,3,1,5,,,,,120
4771,Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,31,120,207,91,86,65,286,98,93,"1,381",242,82,,32,76,47,51,76,90,13,77,14,3258
4772,Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados,7,19,27,17,15,12,39,14,12,326,40,9,,10,13,7,9,11,37,2,6,1,633
4773,"Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",22,147,222,147,110,118,198,102,117,502,191,87,3,53,104,40,48,88,65,9,96,1,2470
4774,Comercio al por menor de otros productos nuevos en establecimientos especializados,10,39,71,38,30,15,106,49,29,706,86,19,,7,30,14,7,19,10,,19,1,1305
4775,Comercio al por menor de artículos de segunda mano,,12,19,6,6,5,19,11,9,97,9,6,,1,4,2,2,8,6,2,2,,226
4781,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta móviles",3,1,9,2,4,,4,7,3,5,4,1,,2,3,2,2,,2,1,4,,59
4782,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",4,4,12,7,4,8,16,4,2,59,11,3,,1,3,2,2,2,3,,4,,151
4789,Comercio al por menor de otros productos en puestos de venta móviles,1,1,7,,,1,1,3,1,3,4,3,,1,2,,,2,1,4,,,35
4791,Comercio al por menor realizado a través de internet,14,54,148,80,50,31,184,46,88,188,116,24,,15,81,20,19,21,19,2,41,4,1245
4792,Comercio al por menor realizado a través de casas de venta o por correo,,1,6,2,,2,1,2,,4,3,,,1,2,1,,2,1,1,,,29
4799,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados",8,39,90,37,26,24,103,40,69,127,95,24,,13,43,10,13,20,13,7,31,10,842
4911,Transporte férreo de pasajeros,,,,1,,,,,,,,,,,,,,,,,,,1
4912,Transporte férreo de carga,,,,,,,1,1,,1,1,,,,,,,,,,,,4
4921,Transporte de pasajeros,2,15,39,27,25,6,39,52,21,67,65,10,,2,20,4,6,6,2,3,13,,424
4922,Transporte mixto,,2,7,5,3,3,5,5,3,12,7,1,,,3,1,,2,2,2,5,1,69
4923,Transporte de carga por carretera,14,40,83,34,66,23,141,85,41,136,94,18,,21,70,15,22,17,18,6,24,5,973
4930,Transporte por tuberías,,,2,1,,1,3,,,,,,,,1,,,,,,,,8
5011,Transporte de pasajeros marítimo y de cabotaje,,,,1,,,5,,,1,,,,,,1,,1,,1,,,10
5012,Transporte de carga marítimo y de cabotaje,,,,,,,3,,,1,,,,,,,,,,,,1,5
5021,Transporte fluvial de pasajeros,,,,,,,,1,,,,,,,,,,,,,,,1
5111,Transporte aéreo nacional de pasajeros,,,2,,,,8,2,,1,1,,,,,2,,,,,,,16
5121,Transporte aéreo nacional de carga,,,2,,,,4,5,,,1,,,,2,4,,,,,,,18
5210,Almacenamiento y depósito,1,1,3,,2,,3,1,2,22,1,,,,1,,,3,,,,,40
5221,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",2,22,31,17,13,7,28,6,13,197,27,7,,3,14,8,5,5,8,2,9,,424
5222,Actividades de puertos y servicios complementarios para el transporte acuático,,,1,1,1,,1,,,2,,,,,,1,,,,,,,7
5223,"Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",,,,,,,2,2,,,2,,,,,,,,,,,,6
5224,Manipulación de carga,1,,5,3,3,,6,5,2,6,2,1,,1,1,,1,4,1,,1,,43
5229,Otras actividades complementarias al transporte,1,8,21,10,17,3,87,24,8,35,43,3,,2,7,,6,3,1,1,1,1,282
5310,Actividades postales nacionales,,,2,5,5,5,2,6,1,3,4,6,,2,1,,1,1,1,,1,,46
5320,Actividades de mensajería,3,12,38,20,19,9,18,15,13,47,21,15,1,12,17,4,5,10,3,,9,1,292
5511,Alojamiento en hoteles,2,8,31,18,23,2,221,19,16,173,156,1,,1,,10,3,1,1,10,6,3,705
5512,Alojamiento en apartahoteles,,2,13,1,1,,63,3,5,14,23,,,2,4,1,,1,1,3,3,,140
5513,Alojamiento en centros vacacionales,,1,,1,,,7,1,,5,5,,,,,,2,,,,,1,23
5514,Alojamiento rural,1,,16,3,1,,32,6,4,13,8,,2,,2,1,4,1,,13,2,1,110
5519,Otros tipos de alojamiento para visitantes,2,12,53,22,9,1,184,20,27,78,106,4,,1,6,7,2,8,,10,7,1,560
5520,Actividades de zonas de camping y parques para vehículos recreacionales,,,1,,,,,1,,2,,,,,,,,,,,,,4
5530,Servicio de estancia por horas,1,9,,2,8,,11,1,3,103,22,1,,,,1,,,2,,2,,166
5590,Otros tipos de alojamiento n.c.p.,,1,1,2,,1,8,2,1,28,8,3,,,,,2,,,,2,,59
5611,Expendio a la mesa de comidas preparadas,22,176,276,146,123,72,655,152,158,579,446,57,4,37,107,71,43,84,30,44,50,7,3339
5612,Expendio por autoservicio de comidas preparadas,2,14,27,19,13,4,62,19,17,68,38,7,,4,12,5,1,9,9,1,12,1,344
5613,Expendio de comidas preparadas en cafeterías,6,51,96,32,51,27,101,52,46,305,125,19,5,22,36,15,12,21,16,7,21,1,1067
5619,Otros tipos de expendio de comidas preparadas n.c.p.,18,106,130,86,79,49,117,68,55,145,111,59,4,33,76,28,23,57,46,16,46,2,1354
5621,Catering para eventos,4,13,29,12,8,3,26,12,11,28,27,10,,4,14,10,2,11,2,1,6,1,234
5629,Actividades de otros servicios de comidas,,2,11,3,1,4,14,3,6,13,9,1,,,8,1,1,1,,1,3,1,83
5630,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,37,205,167,136,125,120,232,86,62,434,176,147,9,122,111,77,73,137,94,24,119,3,2696
5811,Edición de libros,,1,7,1,2,,14,,3,7,7,,,2,1,1,,1,,,,,47
5813,"Edición de periódicos, revistas y otras publicaciones periódicas",,,3,,,,11,1,2,4,5,1,,,1,,,,,,1,,29
5819,Otros trabajos de edición,1,,,,1,1,2,1,,12,1,1,,,1,,,,,,1,1,23
5820,Edición de programas de informática (software),2,2,8,2,3,1,54,7,4,6,17,,,1,7,2,,2,1,,2,2,123
5911,"Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",2,1,27,15,3,2,53,8,10,22,29,3,,2,5,,1,1,3,6,,1,194
5912,"Actividades de postproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,,4,,,,7,,,2,1,,,,,1,1,,,,,,16
5913,"Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",,,1,,,,2,,,2,,,,,,,,,,,,,5
5914,Actividades de exhibición de películas cinematográficas y videos,,,,,,,,,,2,,,,,1,,,,,,,,3
5920,Actividades de grabación de sonido y edición de música,2,4,22,2,3,5,57,5,6,14,23,2,,3,3,2,3,1,1,4,4,1,167
6010,Actividades de programación y transmisión en el servicio de radiodifusión sonora,,,1,2,,,6,,2,3,12,1,,,1,1,1,,1,,,,31
6020,Actividades de programación y transmisión de televisión,,,1,1,,,3,1,1,1,3,,,,1,,1,,,,,,13
6110,Actividades de telecomunicaciones alámbricas,1,1,6,3,3,2,11,2,4,10,4,4,,1,7,1,3,3,1,1,3,,71
6120,Actividades de telecomunicaciones inalámbricas,1,2,3,2,1,1,7,2,1,23,10,4,1,,,1,2,1,,,2,,64
6130,Actividades de telecomunicación satelital,,,,,,,,1,1,1,1,,,,,1,,,,,,,5
6190,Otras actividades de telecomunicaciones,4,10,23,9,7,8,21,10,7,68,29,12,,4,16,6,2,10,3,1,15,2,267
6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",12,40,160,72,28,17,580,67,78,119,178,17,1,19,59,26,14,24,6,16,35,6,1574
6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,10,13,62,23,14,4,235,22,30,56,90,6,,7,18,12,6,11,3,1,7,2,632
6209,Otras actividades de tecnologías de información y actividades de servicios informáticos,4,10,35,13,3,2,91,14,13,31,38,6,,2,9,10,4,4,4,3,6,2,304
6311,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",1,9,31,13,2,5,75,12,16,27,44,2,,,11,2,4,2,,2,6,,264
6312,Portales web,,3,9,6,3,1,32,4,11,9,13,1,,3,4,5,2,1,2,3,,,112
6391,Actividades de agencias de noticias,,,,,,,3,,,,4,1,,,,1,,,,,,,9
6399,Otras actividades de servicios de información n.c.p.,,,8,1,2,,26,2,3,5,8,,,1,1,,,1,,1,2,1,62
6412,Bancos comerciales,,,,,,,2,,,,,,,,,,,,,,,,2
6421,Actividades de las corporaciones financieras,,,,1,,,1,1,,,,,,,,,,,,,,,3
6422,Actividades de las compañías de financiamiento,,,3,,,,3,1,,,2,,,,,,,,,,,,9
6431,"Fideicomisos, fondos y entidades financieras similares",,,,,,,4,,,1,2,,,,,,,,,,,,7
6493,Actividades de compra de cartera o factoring,,,1,2,,1,20,1,2,7,2,,,,1,,,,,1,1,,39
6494,Otras actividades de distribución de fondos,2,1,5,5,2,4,137,10,1,17,9,,,,,2,,,,2,,1,198
6499,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",2,,12,4,4,,149,11,6,53,23,,,4,5,5,1,1,1,3,3,1,288
6511,Seguros generales,,1,7,2,2,,9,2,,5,4,,,,1,1,,,,,,,34
6512,Seguros de vida,,,1,1,,,4,,,,1,,,1,,,,,,,,,8
6515,Seguros de salud,,,,,,,,,,1,,,,,,,,,,,,,1
6521,Servicios de seguros sociales de salud,,1,,,1,,,,,2,1,,,,,,,,1,,,,6
6522,Servicios de seguros sociales en riesgos laborales,,1,,3,1,,,,,,,,,,,,,,,,1,,6
6531,Régimen de prima media con prestación definida (RPM),,,,,,,1,,,,,,,,,,,,,,,,1
6532,Régimen de ahorro individual con solidaridad (RAIS),,,,,,,1,,,,,,,,,,,,,,,,1
6611,Administración de mercados financieros,,,1,,,,,,,1,,,,,,,,,,,,,2
6612,Corretaje de valores y de contratos de productos básicos,,,1,1,,,8,,2,3,,,,,,,,,,,,,15
6613,Otras actividades relacionadas con el mercado de valores,3,1,11,2,,,73,3,1,17,8,2,,2,1,,,,,1,1,,126
6614,Actividades de las sociedades de intermediación cambiaria y de servicios financieros especiales,,,,,,,2,,,3,,,,,,,,,,,,,5
6615,Actividades de los profesionales de compra y venta de divisas,2,3,,2,1,,31,,1,18,19,,,2,,,,1,2,1,,3,86
6619,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,2,1,8,3,,,69,4,1,26,11,,,2,1,1,,1,,,1,,131
6621,Actividades de agentes y corredores de seguros,16,17,126,44,28,10,383,37,62,106,154,7,,7,27,21,6,15,2,9,12,5,1094
6629,"Evaluación de riesgos y daños, y otras actividades de servicios auxiliares",1,,6,,,,8,2,,3,2,,,,1,1,,2,,,2,,28
6630,Actividades de administración de fondos,,,,,,,4,,,,1,,,,1,,,,,,,,6
6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,57,52,537,175,111,22,"4,003",367,161,"1,069",718,42,3,44,80,53,32,32,21,135,53,60,7827
6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,11,12,119,40,14,5,516,30,50,153,168,15,,6,20,21,8,9,3,28,8,11,1247
6910,Actividades jurídicas,14,13,95,36,17,9,521,42,38,285,178,11,,4,25,12,7,13,7,12,12,4,1355
6920,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",11,11,57,16,13,8,143,16,31,82,63,7,,4,11,5,4,6,1,5,10,5,509
7010,Actividades de administración empresarial,25,9,133,42,25,8,"1,225",117,33,224,137,11,,24,31,13,5,11,3,52,14,11,2153
7020,Actividades de consultoría de gestión,31,31,242,90,39,22,"1,005",99,107,261,227,25,1,19,55,41,10,33,7,30,37,17,2429
7111,Actividades de arquitectura,9,9,52,19,6,1,218,15,18,39,67,5,,3,21,9,4,5,2,10,9,3,524
7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica,18,17,158,31,22,9,303,58,88,134,153,24,,12,55,13,15,26,7,9,20,5,1177
7120,Ensayos y análisis técnicos,2,7,17,5,8,,19,15,6,23,18,1,,1,6,,,2,1,1,1,1,134
7210,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,,3,9,3,3,2,18,3,8,8,10,1,,1,3,3,,2,,1,1,1,80
7220,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,1,1,4,3,2,1,21,1,2,7,6,1,,,3,,,2,,,,1,56
7310,Publicidad,23,30,165,65,34,22,325,79,75,257,167,16,1,21,56,20,15,25,7,13,33,13,1462
7320,Estudios de mercado y realización de encuestas de opinión pública,,1,5,3,1,1,14,4,3,3,7,,,,1,,,,,,,,43
7410,Actividades especializadas de diseño,8,9,49,23,7,9,155,32,29,51,52,3,,4,19,5,4,4,2,8,7,1,481
7420,Actividades de fotografía,4,11,12,5,4,4,46,13,9,23,16,6,,2,8,2,4,6,3,1,3,4,186
7490,"Otras actividades profesionales, científicas y técnicas n.c.p.",12,15,111,41,24,11,563,67,40,126,103,21,,13,24,23,4,14,4,26,13,5,1260
7500,Actividades veterinarias,3,16,36,14,13,8,35,14,27,25,38,4,1,4,20,1,3,5,3,3,6,2,281
7710,Alquiler y arrendamiento de vehículos automotores,3,2,19,6,,1,57,6,8,11,14,2,,4,3,4,2,,3,1,3,1,150
7721,Alquiler y arrendamiento de equipo recreativo y deportivo,,2,2,4,2,,5,,1,3,3,,,,1,,,,,,1,1,25
7722,Alquiler de videos y discos,,1,,,,,,,,,,,,,,,,,,,,,1
7729,Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.,1,5,16,5,6,3,19,2,8,45,14,2,,2,4,1,2,1,3,1,4,,144
7730,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",2,13,42,8,12,6,69,48,24,30,32,2,,3,15,8,5,5,3,1,6,,334
7740,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",,,2,2,,,11,2,,3,3,,,,1,,,,,,,,24
7810,Actividades de agencias de gestión y colocación de empleo,,1,6,1,1,1,14,1,,3,3,,,2,1,,,,,,1,,35
7820,Actividades de empresas de servicios temporales,,1,2,,3,,11,5,1,17,9,,,,1,1,1,5,,,,,57
7830,Otras actividades de provisión de talento humano,,,5,2,1,2,16,2,11,9,10,,,1,1,2,1,,,1,2,1,67
7911,Actividades de las agencias de viaje,7,22,78,32,24,20,104,26,25,100,87,15,2,8,38,8,13,24,4,8,21,4,670
7912,Actividades de operadores turísticos,6,16,44,32,23,16,110,19,18,48,44,13,2,4,18,8,8,31,6,10,16,4,496
7990,Otros servicios de reserva y actividades relacionadas,,3,22,6,3,2,56,7,6,13,9,1,,1,5,,2,11,,1,4,,152
8010,Actividades de seguridad privada,,,7,2,1,1,12,6,5,4,19,,,,1,,,1,1,,1,,61
8020,Actividades de servicios de sistemas de seguridad,3,3,22,8,2,7,10,6,13,20,26,,,1,11,,2,5,2,,5,2,148
8030,Actividades de detectives e investigadores privados,,,4,,2,,2,3,1,4,2,,,,1,,,,,,,,19
8110,Actividades combinadas de apoyo a instalaciones,,3,5,4,3,1,14,2,3,10,4,,,2,1,,1,,1,,3,,57
8121,Limpieza general interior de edificios,2,3,12,5,4,5,13,4,9,18,19,3,,1,6,,1,4,1,1,1,,112
8129,Otras actividades de limpieza de edificios e instalaciones industriales,1,9,18,11,7,,15,6,15,33,23,9,,3,15,5,4,8,4,1,10,,197
8130,Actividades de paisajismo y servicios de mantenimiento conexos,4,4,10,8,1,6,9,2,6,14,10,4,1,2,6,4,7,8,4,2,8,1,121
8211,Actividades combinadas de servicios administrativos de oficina,3,5,15,9,9,,96,10,11,42,26,2,1,2,8,,5,6,1,1,2,2,256
8219,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina",,2,4,2,3,2,8,4,4,19,7,3,,1,8,1,1,3,2,,3,,77
8220,Actividades de centros de llamadas (call center),3,4,18,8,6,,90,26,5,43,24,1,,4,6,2,,4,,,5,,249
8230,Organización de convenciones y eventos comerciales,2,17,62,20,11,7,88,27,26,49,55,10,,3,12,4,2,7,3,2,15,1,423
8291,Actividades de agencias de cobranza y oficinas de calificación crediticia,,,3,2,2,,10,2,1,15,1,,,1,1,,,,,1,1,2,42
8292,Actividades de envase y empaque,,1,4,2,,,5,5,1,4,1,3,,,1,,,1,,1,,,29
8299,Otras actividades de servicio de apoyo a las empresas n.c.p.,19,44,117,67,56,31,477,49,65,217,124,37,,21,57,22,17,43,16,21,39,14,1553
8412,Actividades ejecutivas de la administración pública,,,,,,,1,1,,,,,,,1,,,,,,,,3
8413,"Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social",,,,1,1,,1,,,5,2,,,,1,,,,,,,,11
8414,Actividades reguladoras y facilitadoras de la actividad económica,,2,1,,,,,,,1,,,,,,,,,,1,,,5
8430,Actividades de planes de seguridad social de afiliación obligatoria,,1,,,,,2,,,3,1,,,,,,,,,,1,,8
8511,Educación de la primera infancia,,2,4,4,2,,2,1,3,1,4,1,,,,1,,2,,,2,,29
8512,Educación preescolar,2,6,20,8,3,2,9,4,8,2,13,1,,1,4,,2,5,,1,1,,92
8513,Educación básica primaria,,,,,,,2,,,1,1,,,,,,,1,,1,,,6
8521,Educación básica secundaria,,1,2,,,,,,,,,1,,,2,,,,,,,,6
8522,Educación media académica,,,,1,,,1,,,1,,,,,,,,1,,,,,4
8523,Educación media técnica,,,,1,2,,1,1,,6,6,1,,,1,1,,2,,,,,22
8530,Establecimientos que combinan diferentes niveles de educación,,2,1,3,1,2,8,,1,8,11,,,,4,,1,,,2,1,,45
8541,Educación técnica profesional,,,,,,,,,,7,2,,,,,,,,,,,,9
8542,Educación tecnológica,,,1,,,,,,,1,,,,,,,,,,,,,2
8543,Educación de instituciones universitarias o de escuelas tecnológicas,,,1,,,,1,,,,1,,,,,,,,,,,,3
8544,Educación de universidades,,,,,,,,,,,1,,,,1,,,1,,,,,3
8551,Formación para el trabajo,,2,17,8,3,3,38,4,12,48,28,1,,,7,4,1,3,2,2,4,1,188
